logPrice,logBedroom,bathrooms,floors,waterfront,view,condition,condition_1,condition_2,condition_3,condition_4,condition_5,grade,gradeSquare,gradeCube,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,basement,renovated,yr_built,sqft_living15,logSqftLot15
12.79385931,1.0986122887,1.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1999,1220,7.0121152943
13.408894788,1.3862943611,2.25,2,0,1,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1926,1660,8.4763711969
13.060487974,1.3862943611,1,1.5,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1911,1800,8.8650291867
13.272506036,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1963,1310,8.9840669277
13.681979165,1.3862943611,3.5,1.5,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1926,1860,8.392989588
13.314635265,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1997,2320,8.7157161275
13.39086263,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1997,2570,12.229457086
11.918390573,1.0986122887,0.75,1.5,0,0,4,0,0,0,1,0,5,25,125,0,1,0,0,0,0,0,0,0,0,0,0,1959,800,9.814492391
12.829333699,1.0986122887,2.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,2003,1800,8.8204040655
13.14705599,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1990,1980,9.1677459743
14.070152776,1.3862943611,2.5,1,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,1946,3490,9.2873014131
12.506177238,1.6094379124,2.5,1.5,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1968,1780,9.056606272
13.082957047,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1996,1610,8.3693889966
13.171153542,1.3862943611,1.75,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1965,2160,8.9522171018
14.266586177,1.3862943611,2.25,3,1,4,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,1984,2870,9.319284459
13.25671943,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1956,1360,9.2235527034
12.511717418,1.0986122887,1.75,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1957,1980,9.5207619314
13.534473028,0.6931471806,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1999,1920,7.6458758252
13.175904144,0.6931471806,1,1.5,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1910,1530,8.2940496401
13.239257129,1.0986122887,2,2,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1978,2370,10.768063849
13.458835614,2.1972245773,3,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1908,1960,7.8038433035
12.859438956,1.0986122887,3.25,3,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2008,1459,7.2327331362
13.610943392,1.7917594692,3,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,1,1962,1920,9.5068830729
13.329377547,1.3862943611,2.75,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1965,2580,9.4874416649
13.670484786,1.3862943611,3.25,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1980,3460,10.777288233
12.959844448,1.3862943611,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1953,1580,9.0480567089
12.834681305,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1910,1330,9.0756654686
13.527828486,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2009,2750,8.4224428549
13.825460889,1.0986122887,2.5,2,0,1,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,1,1949,1790,8.4118326758
12.043553716,1.0986122887,0.75,1,0,0,2,0,1,0,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1947,1270,10.089552096
13.647091906,1.3862943611,3.25,1,0,0,3,0,0,1,0,0,11,121,1331,0,0,0,0,0,0,0,1,0,0,1,0,1982,1910,12.028010007
12.513189631,1.0986122887,2,2,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1991,1450,9.0656613606
14.077874822,1.7917594692,4.5,3,0,4,4,0,0,0,1,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1977,1100,8.261009786
12.474189562,1.3862943611,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1977,2210,8.9618790127
13.102058624,1.0986122887,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1909,1350,8.5848518399
12.367340793,1.0986122887,1.75,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1977,2100,9.6329903048
13.239257129,1.0986122887,3,2,0,2,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1975,1830,10.325285222
13.279367126,1.0986122887,2,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1994,2930,12.237929775
14.690979295,1.3862943611,3.25,1,0,1,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,1,1977,4020,9.9038874726
13.662359378,1.6094379124,3,1,0,2,5,0,0,0,0,1,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1964,2930,9.2750976192
14.062370636,1.3862943611,2.5,1,0,1,5,0,0,0,0,1,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1963,3560,9.6799064055
12.397312648,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1970,1180,9.0326480836
12.301382825,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1986,1540,8.8832242303
13.017002862,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1981,2410,10.711435549
13.189928564,1.6094379124,1.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1956,1870,8.7609233763
13.049792685,1.3862943611,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1983,2350,9.6414732268
12.278393307,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1976,1800,8.9359035263
13.279367126,1.0986122887,2.5,2.5,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,2007,1760,7.4673710669
13.303016877,0.6931471806,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,1,1930,1340,8.7562100919
12.696185228,1.0986122887,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1968,1060,8.9169084675
12.79052877,0.6931471806,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1944,1040,8.2542687701
13.963930563,1.0986122887,2.5,1,1,4,4,0,0,0,1,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1961,2800,10.090838109
13.989463865,1.0986122887,1.5,2,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1922,2520,8.5941542326
13.709149542,1.6094379124,2.5,1,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1975,2440,9.6356081074
13.384650716,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,2014,1680,7.3944931072
12.663497493,1.0986122887,1,1.5,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1942,1350,7.2137683081
13.190022026,0.6931471806,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1982,1830,9.4073863242
13.304684934,1.0986122887,3,3,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2003,1520,7.3132203871
12.733755386,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2001,2630,9.2002900361
12.025749091,1.0986122887,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1949,1740,9.0435771541
13.892471599,1.3862943611,4.25,1,0,4,5,0,0,0,0,1,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1951,3110,9.0768089794
12.977337605,1.0986122887,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1978,2020,8.8956296271
13.09190417,1.6094379124,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1972,2028,9.3127164386
12.923912439,1.3862943611,2.25,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1990,1090,9.0228052481
13.028052698,1.0986122887,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1980,1930,8.9016389323
12.823957342,1.3862943611,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1968,1870,9.3800831466
12.575910576,1.0986122887,2.25,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,2002,2420,8.1315307106
13.115846187,0.6931471806,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1923,1720,8.5171931914
12.332705296,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1943,1220,8.8246778912
12.706847933,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1985,1550,9.0825070005
13.081541383,1.6094379124,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1958,1750,9.0606795974
13.09190417,1.3862943611,3.25,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1958,2320,8.7964902073
12.847926532,1.0986122887,2.25,1,0,3,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1958,1600,10.592827495
14.571632538,1.3862943611,2.75,2,0,4,4,0,0,0,1,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,1982,2750,9.5101486242
13.238367053,1.0986122887,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1939,1480,8.7609233763
12.396693005,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1972,1110,9.1695183775
12.821258285,1.0986122887,1.5,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1966,1650,9.2804259795
12.345834588,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1985,1540,8.9695418854
13.035715571,1.0986122887,2,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,2012,1780,7.3537223304
13.793264949,1.3862943611,2.75,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2014,2890,9.2210824685
13.592367007,0.6931471806,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2003,2170,8.7261566792
12.98310131,0.6931471806,1,1.5,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1972,1640,11.825266003
13.94653882,1.3862943611,3.25,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,2007,2150,8.6995147482
13.367659733,1.3862943611,2,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1910,1940,8.5171931914
13.9552725,1.0986122887,2.75,2,1,4,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,1,1925,2560,11.187596906
13.122263372,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1967,1520,8.9226582995
11.983766244,1.0986122887,1.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1968,1190,9.2007949591
12.160028707,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1953,1180,9.185022564
12.773656603,1.3862943611,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1960,2080,8.8159635609
13.864300722,1.0986122887,3,2,0,3,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,2004,2820,8.9557061536
13.017002862,1.0986122887,2.25,2,0,0,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1977,1860,8.7258320565
12.02873863,1.0986122887,1,1,0,0,2,0,1,0,0,0,5,25,125,0,1,0,0,0,0,0,0,0,0,0,0,1903,1020,8.5859727068
13.217673557,1.0986122887,1.75,2,0,0,5,0,0,0,0,1,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1976,2030,12.218761797
13.458835614,1.0986122887,1.75,1,0,2,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1948,2490,9.1569395952
13.270783383,1.0986122887,2.25,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1987,1770,9.1565175653
13.175998927,0,0.75,1,0,0,3,0,0,1,0,0,5,25,125,0,1,0,0,0,0,0,0,0,0,0,0,1999,1590,9.5583882092
12.896716696,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2005,2750,8.465899897
12.388394202,1.0986122887,1.75,1.5,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1957,1500,8.5171931914
12.721885811,1.3862943611,2,1,0,0,5,0,0,0,0,1,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1910,1480,8.7671733967
13.071070083,1.0986122887,3,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,2001,1370,8.5369958187
13.587354465,1.0986122887,1,1.5,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1912,1380,7.1300985101
13.017002862,0.6931471806,1.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1984,1450,8.5369958187
14.533350351,1.3862943611,3,1,0,4,5,0,0,0,0,1,11,121,1331,0,0,0,0,0,0,0,1,0,0,1,0,1971,2490,9.0890762845
14.352003928,1.0986122887,3,2,1,4,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,2000,2580,9.402529748
13.24458101,1.0986122887,1,1.5,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1928,1680,8.4044723214
15.532905612,1.6094379124,5.75,2,0,0,3,0,0,1,0,0,13,169,2197,0,0,0,0,0,0,0,0,0,1,1,0,2001,3560,10.100081769
13.669906584,1.3862943611,2.5,2,0,0,4,0,0,0,1,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,1992,3210,10.491024186
13.9552725,1.3862943611,2.25,1,0,0,4,0,0,0,1,0,9,81,729,0,0,0,0,0,1,0,0,0,0,1,0,1951,2610,9.2967015376
12.721885811,1.0986122887,2.25,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1991,2010,9.2873014131
12.611371073,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,1,1949,2000,11.302463659
13.669328048,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,0,0,1999,3040,10.812914784
13.071070083,1.0986122887,1,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1953,1760,9.0215982474
12.779873068,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1947,2330,11.553184101
12.560244459,1.3862943611,1.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1959,2100,9.2286713287
14.328334184,1.6094379124,3.5,2,0,0,4,0,0,0,1,0,11,121,1331,0,0,0,0,0,0,0,1,0,0,0,0,1997,4320,10.705130329
13.910820738,1.0986122887,3,1,0,0,3,0,0,1,0,0,10,100,1000,0,0,0,0,0,0,1,0,0,0,1,0,2000,2320,9.3926619288
12.834681305,1.3862943611,1.75,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1959,2190,9.1296724689
12.88916949,1.6094379124,2.75,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1960,2210,9.3604830304
13.012548511,0.6931471806,2,1,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1919,1300,8.9580254434
13.615839363,1.0986122887,1,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1900,2510,8.4763711969
12.323855681,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1994,1930,8.7053311335
13.607255619,1.0986122887,3.25,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2001,3420,9.0365820458
13.465953082,0.6931471806,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2007,2300,8.7640532693
13.074223002,1.0986122887,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1945,1550,8.7193173755
13.337474757,1.0986122887,1.75,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,1,1980,2110,9.7397914599
13.076507903,1.0986122887,3.25,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,2000,1880,8.9265175099
13.10216067,1.0986122887,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1946,1600,8.5255581077
12.821258285,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1982,1160,8.9323445691
13.493926934,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1986,2230,9.8962615074
13.136266283,1.0986122887,2.25,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1958,1870,9.5533625395
12.481808647,1.0986122887,1.75,1,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1951,1140,8.6146828127
13.122363377,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2008,3040,8.6019019193
12.556729517,1.3862943611,3,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1994,1940,8.8741680904
12.936033799,0.6931471806,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1947,1500,8.3054840177
12.193493863,1.0986122887,1,1.5,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1903,980,8.0359263699
13.056223575,1.0986122887,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,1,1953,1510,8.3619419061
12.779873068,1.0986122887,1,1.5,0,0,5,0,0,0,0,1,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1930,1340,8.5173931714
13.415032991,1.0986122887,3,2,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,2005,2710,8.1997389606
12.79385931,1.0986122887,2,1,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1959,1450,9.2801462462
13.068962601,1.0986122887,1,1,0,0,4,0,0,0,1,0,6,36,216,0,0,1,0,0,0,0,0,0,0,1,0,1944,1340,8.2890370983
12.637855062,1.3862943611,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1993,2820,8.8934354408
12.736700897,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1986,2160,8.9767676252
13.243695663,1.3862943611,2.25,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1961,1980,8.6995147482
12.959844448,1.6094379124,1.75,1,0,0,3,0,0,1,0,0,5,25,125,0,1,0,0,0,0,0,0,0,0,0,0,1916,1200,8.9226582995
12.69771545,1.3862943611,2.25,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1980,1620,10.555812739
13.058358047,1.0986122887,3.25,3,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2004,1800,7.8928255263
12.706847933,1.0986122887,2.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1978,1530,9.3725442519
12.596424116,1.3862943611,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1982,2350,8.95776801
13.248176309,1.0986122887,2,2,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1903,1640,9.9887473965
13.190022026,1.0986122887,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1941,1560,8.7591977504
13.226723393,1.3862943611,2,1,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1915,1680,8.113726086
12.650758467,1.0986122887,2.5,2,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,2008,2550,8.4836364079
12.560244459,1.0986122887,1.5,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1957,1000,9.0184532103
12.79385931,1.0986122887,2,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1958,1900,9.4028597537
12.818551923,1.0986122887,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1959,1840,8.9385316487
13.26212532,0.6931471806,1.75,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1949,1330,8.5318847402
14.030621938,1.0986122887,1.5,2,0,3,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,0,0,1928,2320,8.4277060249
13.681979165,0.6931471806,2.5,1,0,1,4,0,0,0,1,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1936,2520,8.5760279771
13.604789527,1.0986122887,1.5,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1954,3260,9.2123383746
12.943236712,1.3862943611,3,1,0,2,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1960,2500,8.7403367427
13.384727642,1.3862943611,2.25,2,0,1,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1988,2220,9.1160296925
12.180754838,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1950,1250,8.9777775987
13.217673557,1.0986122887,2,2,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1991,1870,12.520854188
12.660327918,0.6931471806,1,1.5,0,0,5,0,0,0,0,1,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1952,1310,9.04829192
13.309672476,1.0986122887,1,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1943,1790,8.5659833556
13.051940913,1.3862943611,2.25,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1976,1820,8.9489756078
12.193493863,1.0986122887,1,2,0,0,5,0,0,0,0,1,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1905,1710,9.2896135529
12.542544882,1.0986122887,3,2,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,2006,1450,7.2868764118
13.025852477,0.6931471806,1,1,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,0,0,1950,1240,8.814479
13.199324419,1.3862943611,2.25,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1990,1780,10.989369149
12.429216197,1.6094379124,1.5,1.5,0,0,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1928,1620,8.8356469225
13.710150042,1.6094379124,2.25,1,0,0,3,0,0,1,0,0,9,81,729,0,0,0,0,0,1,0,0,0,0,0,0,1967,3160,10.464159925
11.982929094,0.6931471806,1,1,0,0,3,0,0,1,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1933,2240,9.0737184944
14.046622279,0.6931471806,1.5,1.5,0,4,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,1,1910,2970,8.5467519937
12.128111104,0.6931471806,1,1,0,0,4,0,0,0,1,0,5,25,125,0,1,0,0,0,0,0,0,0,0,0,0,1947,1700,9.3518399342
13.07527177,1.0986122887,2,1,0,0,3,0,0,1,0,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1916,1700,8.5171931914
11.512925465,0.6931471806,1,1,0,0,2,0,1,0,0,0,6,36,216,0,0,1,0,0,0,0,0,0,0,0,0,1942,1300,8.9412837636
12.751299696,1.3862943611,2.5,1,0,0,3,0,0,1,0,0,8,64,512,0,0,0,0,1,0,0,0,0,0,1,0,1985,2290,9.1033117992
13.180632286,1.3862943611,2.25,1,0,1,4,0,0,0,1,0,7,49,343,0,0,0,1,0,0,0,0,0,0,1,0,1965,2510,9.6327281473
