observation,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
6725,385000,4,3.25,2,0,0,4,7,690,2000,0,47.534,-122.346,1260,4040
6726,319000,3,2,1,0,0,5,7,580,1967,0,47.5162,-122.274,2230,10354
6727,696000,3,2.5,1,0,0,5,7,500,1960,0,47.615,-122.117,1960,8964
6728,345000,2,1,1,0,0,4,6,0,1932,0,47.5518,-122.37,1650,8625
6729,380000,3,2.5,3,0,0,3,7,0,2002,0,47.6902,-122.306,1120,2187
6730,647500,4,1.75,1,0,0,4,8,900,1947,0,47.4444,-122.351,2590,21891
6731,725000,3,2.5,2,0,0,3,9,0,1997,0,47.4782,-122.035,3510,37194
6732,269950,3,1.75,1,0,0,4,7,0,1989,0,47.357,-122.04,1530,7754
6733,875000,4,2.5,2,0,0,3,10,0,1995,0,47.7311,-122.036,3800,35181
6734,299950,3,1,1,0,0,3,7,0,1955,0,47.5274,-122.345,1680,7620
6735,1.88E+06,4,3.25,2,0,0,3,10,0,2006,0,47.6259,-122.194,1780,9999
6736,430000,2,1,1,0,0,3,7,0,1947,0,47.6876,-122.395,1180,5000
6737,495000,5,2.5,2,0,0,3,8,0,1989,0,47.5772,-122.001,2200,5924
6738,275000,3,1.5,1,0,0,3,7,0,1970,0,47.3926,-122.167,1650,13950
6739,333000,3,1,1,0,0,3,7,500,1964,0,47.5263,-122.286,1790,6178
6740,247000,3,2.25,2,0,0,4,7,0,1986,0,47.2843,-122.357,1730,8051
6741,204555,3,1.75,1.5,0,0,4,7,0,1983,0,47.2737,-122.153,2400,21715
6742,432000,3,2,1,0,0,4,9,0,1994,0,47.3542,-122.098,2770,13804
6743,175000,3,1.75,1,0,0,4,7,0,1962,0,47.3171,-122.279,1690,15750
6744,556300,4,2.5,1,0,0,4,7,630,1968,0,47.6244,-122.109,1800,7565
6745,286000,2,1,1,0,0,4,5,0,1930,0,47.4944,-121.789,1210,6769
6746,320000,2,1.5,3,0,0,3,8,0,2000,0,47.6931,-122.342,1110,1363
6747,815000,3,2.5,2,0,0,4,9,0,1991,0,47.7687,-122.036,2740,47916
6748,385000,4,1.75,1,0,0,3,7,660,1980,0,47.5071,-122.194,1880,8319
6749,1.04E+06,4,1,2,0,0,5,8,1220,1910,0,47.5807,-122.291,2550,5000
6750,350000,4,2.25,2,0,0,3,8,0,1987,0,47.3111,-122.35,2450,11200
6751,277000,4,2.5,2,0,0,3,8,0,1998,0,47.3322,-122.173,2370,6500
6752,415000,6,2,1,0,0,3,8,1250,1966,0,47.5517,-122.268,1800,5200
6753,295000,3,1,1,0,0,5,6,0,1951,0,47.7548,-122.316,1090,8450
6754,969000,4,2,2,0,4,5,8,250,1919,0,47.5619,-122.405,2360,6090
6755,339888,4,1.75,1,0,0,5,6,720,1947,0,47.5257,-122.357,960,5160
6756,269950,3,2.25,2,0,0,3,7,0,1996,0,47.3599,-122.188,1840,6680
6757,1.19E+06,3,2.5,2,0,2,3,10,0,2006,0,47.7051,-122.223,2560,7500
6758,780000,4,2.5,2,0,0,4,10,0,1998,0,47.5932,-121.983,3100,10882
6759,198000,3,1,1,0,0,4,6,0,1968,0,47.3634,-122.086,1120,5494
6760,350000,2,1,1,0,0,4,7,0,1953,0,47.4952,-122.172,2740,6720
6761,350000,3,1,1,0,0,4,7,0,1967,0,47.732,-122.231,1320,7373
6762,319000,4,2.25,2,0,0,3,8,0,1990,0,47.2938,-122.348,2390,7350
6763,311000,4,2.25,2,0,0,4,8,0,1973,0,47.317,-122.385,2230,8000
6764,394000,5,3.25,2,0,0,3,8,830,2004,0,47.3552,-122.026,2850,4650
6765,1.34E+06,5,2.25,2.5,0,0,4,9,1290,1906,0,47.6284,-122.312,3060,5800
6766,2.70E+06,5,2.75,2,1,4,3,9,0,1959,1980,47.5919,-122.251,3850,36563
6767,396000,3,1,1,0,0,3,7,900,1949,0,47.7551,-122.353,1680,9529
6768,809000,4,1.75,1,0,0,4,8,450,1976,0,47.6605,-122.189,2180,10500
6769,480000,3,2,1,0,0,3,7,530,1977,0,47.6715,-122.162,1560,7458
6770,535000,6,1.75,1,0,0,4,7,1230,1913,0,47.6721,-122.323,1560,4275
6771,425000,5,2.75,2,0,0,3,7,240,1947,1983,47.5294,-122.357,1580,5120
6772,408000,3,2.5,3,0,0,3,8,0,2006,0,47.6998,-122.366,1460,1245
6773,1.26E+06,4,2.5,2,0,0,4,10,0,1966,0,47.5306,-122.227,3230,12745
6774,310000,1,0.75,1,0,0,4,6,0,1947,0,47.6886,-122.378,980,4241
6775,292000,3,2.5,2,0,0,3,8,0,1996,0,47.3842,-122.036,2200,4668
6776,217000,2,1,1,0,0,4,6,0,1942,0,47.4924,-122.312,1140,9715
6777,398500,4,2.5,2,0,0,3,8,0,2005,0,47.4956,-122.174,1520,7840
6778,2.25E+06,3,3,1.5,0,2,4,9,700,1930,0,47.6288,-122.284,3450,10800
6779,700000,4,1.75,1,0,0,3,7,1080,1955,0,47.6465,-122.357,1700,3460
6780,585000,4,2.5,2,0,0,3,9,0,1989,0,47.5842,-121.992,2930,5020
6781,399950,3,1,1,0,0,4,7,0,1954,0,47.7736,-122.296,1870,8640
6782,235000,3,1.75,1,0,0,3,6,950,1980,0,47.4868,-122.303,1370,10204
6783,212000,3,1,1,0,0,5,6,0,1951,0,47.492,-122.224,1430,6080
6784,310000,3,2,1,0,0,3,8,850,1982,0,47.6491,-122.061,2080,9551
6785,539000,3,2,1,0,0,3,8,850,1982,0,47.6491,-122.061,2080,9551
6786,390000,3,3,2,0,0,3,8,270,2001,0,47.6042,-122.303,1940,1883
6787,560000,3,2.5,1,0,0,4,9,0,1976,0,47.632,-122.092,2410,12350
6788,800000,5,2.5,2,0,0,3,9,0,1999,0,47.5865,-122.056,3320,7665
6789,1.90E+06,4,3.25,2,0,0,3,11,0,1978,0,47.6392,-122.165,3140,26147
6790,472000,5,2,1,0,0,3,7,920,1963,0,47.6297,-122.114,1930,7990
6791,502550,3,1.75,1,0,0,4,7,600,1958,0,47.606,-122.125,1670,8000
6792,830000,4,3.25,2,0,0,3,9,0,2004,0,47.5977,-121.976,3100,6465
6793,224950,4,2.5,1,0,0,4,7,740,1965,0,47.286,-122.218,1750,9916
6794,375000,3,2.5,2,0,0,3,8,0,1997,0,47.7603,-122.307,1950,7663
6795,645000,3,2.5,1.5,0,0,3,9,0,1983,0,47.7234,-122.066,3160,20492
6796,599000,3,2.75,1.5,0,0,5,7,550,1926,0,47.6744,-122.353,2040,5000
6797,515000,4,2.5,2,0,0,3,9,0,1996,0,47.3999,-122.211,2630,12534
6798,135000,2,1,1,0,0,4,5,0,1948,0,47.305,-122.215,880,6695
6799,485000,3,2.5,2,0,0,3,8,0,2000,0,47.5998,-122.016,1650,4559
6800,890000,3,3.25,2,0,0,4,9,1230,1975,0,47.6331,-122.166,2670,13447
6801,215000,3,1,1,0,0,4,7,0,1972,0,47.3423,-122.088,1230,10125
6802,299500,3,1,1,0,0,3,7,0,1981,0,47.4805,-121.762,1360,10140
6803,800000,2,1,1,0,0,4,7,0,1951,0,47.6294,-122.215,3360,20115
6804,275000,3,2.5,2,0,0,3,7,0,2002,0,47.3834,-122.027,1670,4251
6805,256400,3,1.5,1,0,0,3,7,480,1963,0,47.3431,-122.304,1570,7800
6806,310000,2,1,1,0,0,4,6,0,1948,0,47.7439,-122.301,820,8149
6807,385000,1,1,1,0,0,3,6,0,1954,0,47.5699,-122.287,1540,2676
6808,203000,3,1.5,1,0,0,3,7,200,1963,0,47.4545,-122.187,1640,9200
6809,285000,4,2,1,0,0,3,7,1060,1954,0,47.7775,-122.337,1460,7780
6810,473975,3,2.5,2,0,0,3,8,0,1999,0,47.6022,-122.021,1830,2948
6811,320000,3,1.75,1,0,0,4,8,600,1978,0,47.4417,-122.134,1890,8089
6812,599000,5,2.75,1,0,0,3,7,1370,1967,0,47.6886,-122.361,1620,3840
6813,580000,3,2,1,0,0,4,7,1020,1925,0,47.5561,-122.377,1640,4800
6814,269500,4,2.25,2,0,0,3,7,0,1999,0,47.3385,-122.262,1650,6025
6815,274000,2,1,1,0,0,4,6,0,1954,0,47.4163,-122.34,1410,14000
6816,347000,2,1.75,2,0,0,4,8,0,1974,0,47.752,-122.253,1640,2128
6817,270000,3,1.75,1,0,0,3,6,530,1957,0,47.5517,-122.36,1390,10839
6818,1.43E+06,3,2,1,0,2,3,8,0,1949,0,47.6203,-122.21,2000,12210
6819,220000,3,1.75,1,0,0,3,7,0,1993,0,47.3839,-122.321,1760,7226
6820,243000,3,1,1,0,2,4,8,0,1955,0,47.2142,-121.987,1190,10758
6821,457500,3,1.75,1,0,0,5,7,790,1925,0,47.5549,-122.311,1840,5040
6822,340000,2,1.75,1,0,0,3,7,940,1951,0,47.6946,-122.328,1880,8051
6823,657500,4,1.5,1.5,0,0,3,7,300,1912,0,47.6597,-122.29,2170,5000
6824,332500,4,2.5,2,0,0,3,7,0,1998,0,47.3541,-122.024,2090,4717
6825,340000,3,2,1,0,3,3,6,0,1993,0,47.4948,-121.776,1570,10485
6826,350000,4,3,1,0,1,3,8,1050,1959,0,47.5501,-122.261,2500,11100
6827,428000,4,2.5,1,0,0,5,7,830,1966,0,47.5437,-122.291,2000,6050
6828,515055,4,2.5,2,0,0,3,8,0,1999,0,47.4808,-121.781,2430,9258
6829,450000,3,1.75,1,0,0,4,8,0,1972,0,47.6243,-122.1,1990,8034
6830,190000,3,1,1,0,0,3,6,0,1943,0,47.5024,-122.32,1330,9720
6831,1.00E+06,4,2.75,3,0,0,4,8,500,1919,1987,47.5803,-122.403,1500,5130
6832,299000,3,2.5,2,0,0,3,7,0,2005,0,47.4661,-122.145,2160,4751
6833,508000,2,1,2,0,2,3,7,110,1927,0,47.6304,-122.301,2690,4800
6834,294000,4,2.25,2,0,0,3,8,0,2005,0,47.3896,-122.034,2200,3591
6835,320000,2,1,1,0,0,3,7,0,1918,1976,47.6875,-122.392,1540,4076
6836,641000,5,2.75,2,0,0,3,9,0,1996,0,47.514,-122.176,3250,8678
6837,675000,3,2.5,1,0,0,4,8,940,1978,0,47.7323,-122.116,2830,54014
6838,255000,3,1.5,1,0,0,5,7,0,1964,0,47.422,-122.153,1330,10296
6839,286651,3,2.5,2,0,0,3,7,0,2004,0,47.3035,-122.283,2488,4998
6840,607500,4,2.5,1,0,0,4,8,810,1969,0,47.5952,-122.056,2550,32040
6841,765000,3,1,1,0,0,4,7,0,1956,0,47.6874,-122.214,2260,7200
6842,334950,4,1.75,1,0,0,3,8,0,1961,0,47.3439,-122.198,2760,40973
6843,426000,3,1,1,0,0,5,7,0,1952,0,47.7006,-122.197,1930,9906
6844,775000,3,1.75,1.5,0,0,4,7,0,1946,0,47.5975,-122.196,1670,12154
6845,343000,2,1.5,1,0,0,5,6,0,1953,0,47.7349,-122.295,1310,8504
6846,470101,4,2.5,2,0,0,3,8,0,1986,0,47.7738,-122.266,2090,5721
6847,195000,3,1.5,1,0,0,4,7,0,1958,0,47.3137,-122.212,1390,8415
6848,772500,4,1,1.5,0,2,3,7,0,1928,0,47.6791,-122.402,2140,4500
6849,450000,3,1.5,1,0,0,3,8,1000,1954,0,47.7481,-122.292,2630,11740
6850,1.44E+06,4,3.75,3,0,3,3,11,0,2001,0,47.5427,-122.265,2160,6600
6851,525000,4,1.75,1,0,0,3,8,0,1970,0,47.6652,-122.146,1700,8560
6852,280000,3,1.5,2,0,0,3,7,0,1980,0,47.4477,-121.77,1390,9600
6853,270000,3,2.5,1,0,0,3,7,350,1986,0,47.326,-122.273,1894,7974
6854,406100,3,2.25,3,0,0,3,8,0,2005,0,47.6916,-122.34,1430,1448
6855,332544,2,1.75,1,0,0,3,7,0,1987,0,47.4732,-122.188,1760,4084
6856,110000,2,1,1,0,0,3,6,0,1947,0,47.4523,-122.286,900,8250
6857,685000,6,2.25,1.5,0,0,3,8,650,1921,0,47.6466,-122.304,2300,5450
6858,461000,4,1,1.5,0,0,5,7,0,1951,0,47.7181,-122.371,1480,8100
6859,615000,3,2.25,1,0,0,4,8,1000,1979,0,47.7091,-122.198,2120,9524
6860,550000,2,1,1,0,0,4,7,200,1926,0,47.6828,-122.353,1890,3300
6861,1.06E+06,4,3.5,2,0,1,3,11,1420,1995,0,47.6855,-122.19,2620,9346
6862,685000,3,2.5,2,0,0,4,8,0,1993,0,47.6847,-122.064,2340,88862
6863,1.56E+06,5,2.5,2,0,0,4,8,0,1962,0,47.6308,-122.238,2870,16238
6864,312000,4,2.5,2,0,0,3,7,0,2003,0,47.3565,-122.016,1830,5175
6865,507500,3,1.75,1,0,0,3,8,800,1977,0,47.6617,-122.137,1930,9765
6866,217000,3,1,1,0,0,3,7,0,1966,0,47.369,-122.311,1540,10187
6867,439000,3,2.25,1,0,3,4,7,660,1981,0,47.7243,-122.21,1960,11344
6868,620000,6,3.5,2,0,0,3,8,860,2004,0,47.5401,-121.879,3150,6663
6869,915000,4,2.5,2,0,0,3,10,0,1998,0,47.625,-122.144,2950,6753
6870,425000,4,2,1,0,0,3,7,380,1977,0,47.5949,-122.296,1330,1499
6871,435000,2,1,1,0,0,3,7,120,1947,0,47.6802,-122.298,1280,5700
6872,305000,3,2.25,2,0,0,3,7,0,1996,0,47.363,-122.035,1654,8734
6873,276000,2,1,1,0,0,3,6,0,1918,0,47.5346,-122.353,1630,4000
6874,327500,3,2.25,2,0,0,3,8,0,1990,0,47.4051,-122.193,1960,7201
6875,810000,3,2.5,2,0,0,3,9,0,2003,0,47.6673,-122.176,2620,8895
6876,715000,3,3.25,2,0,0,3,10,600,1994,0,47.6971,-122.101,2990,9598
6877,272000,3,1.5,1,0,0,4,7,0,1963,0,47.4243,-122.202,1650,9855
6878,266000,2,1,1,0,0,5,6,0,1949,0,47.7492,-122.311,1230,8100
6879,543000,3,1.5,2,0,2,3,7,0,1944,0,47.5175,-122.393,2430,9040
6880,400000,3,2.5,1,0,0,3,8,0,1984,0,47.6256,-122.037,1710,9554
6881,509500,5,2.25,1,0,0,4,7,740,1961,0,47.6122,-122.137,2050,8800
6882,495000,3,3.5,2,0,3,3,8,710,1997,0,47.5137,-122.252,2540,4010
6883,424950,4,2.5,2,0,0,3,7,0,2001,0,47.4814,-122.189,2670,5626
6884,230000,3,1,1,0,0,3,7,0,1957,0,47.5121,-122.168,1250,11200
6885,235000,4,1.5,1.5,0,0,3,7,0,1951,0,47.3871,-122.224,1760,8276
6886,763000,3,2,1,0,2,4,6,0,1942,0,47.6879,-122.208,2530,7680
6887,350000,3,1.75,2,0,0,5,7,0,1939,0,47.4975,-122.231,1770,7380
6888,900000,3,1.5,2,0,2,5,8,540,1917,0,47.6321,-122.371,2570,2400
6889,250000,3,1,1,0,0,4,6,0,1973,0,47.5289,-122.28,1640,6364
6890,225000,3,2.5,2,0,0,3,7,300,2004,0,47.5294,-122.361,1060,1478
6891,255000,2,2,1,0,0,3,8,0,1974,2003,47.3804,-122.32,1160,5264
6892,161700,4,1.75,1,0,0,3,7,500,1974,0,47.306,-122.375,1790,7200
6893,336000,3,3,1,0,0,3,7,600,1988,0,47.4958,-122.262,1740,10624
6894,410500,3,1,1,0,0,3,7,0,1954,0,47.727,-122.339,1210,6800
6895,502700,4,3.5,2,0,0,4,8,0,1968,0,47.7601,-122.286,1590,27903
6896,505000,3,2.5,1,0,0,5,7,1010,1977,0,47.7256,-122.211,2010,9943
6897,250000,3,1,1.5,0,0,3,7,310,1910,0,47.5576,-122.277,1750,5760
6898,570000,3,1,1.5,0,0,3,7,310,1910,0,47.5576,-122.277,1750,5760
6899,349900,4,2.5,2,0,0,3,8,0,1994,0,47.3762,-122.318,2130,8796
6900,465000,3,2.5,2,0,0,3,10,0,1988,0,47.2769,-122.333,2950,24347
6901,625000,4,3.25,2,0,3,3,10,690,1989,0,47.3241,-122.378,3590,24967
6902,655000,3,1.75,1,0,0,3,7,630,1952,0,47.6514,-122.407,1720,5102
6903,469000,4,1.75,1,0,0,4,8,1390,1946,0,47.4738,-122.353,1660,8911
6904,355000,3,2.25,1,0,0,3,8,680,1964,0,47.7625,-122.36,1820,8250
6905,596000,3,2.5,2,0,0,3,8,0,2001,0,47.5878,-122.165,1730,2751
6906,790000,4,2.5,2,0,0,3,9,0,1986,2007,47.768,-122.092,3020,36444
6907,885000,4,2.25,2,0,0,3,10,0,1991,0,47.6377,-121.985,3850,97049
6908,1.03E+06,4,3.25,2,0,0,3,9,920,1912,2012,47.5845,-122.291,2740,4000
6909,710000,4,1.75,1,0,0,4,8,1060,1941,0,47.6501,-122.395,2052,6000
6910,428040,3,2.5,2,0,0,3,8,0,1988,0,47.7445,-122.248,2150,12550
6911,1.37E+06,5,2.25,1,0,2,3,8,1660,1959,0,47.5817,-122.246,2680,8750
6912,546000,2,1,1,0,0,3,7,0,1924,0,47.6444,-122.357,1180,3600
6913,540000,4,1,1.5,0,0,5,7,0,1951,0,47.6827,-122.289,1500,5704
6914,435000,3,2.5,1,0,0,3,7,540,1985,0,47.6832,-122.286,1470,5588
6915,540000,4,2.25,1,0,0,4,8,1610,1984,0,47.6268,-122.038,1870,11074
6916,284000,2,1,1,0,0,3,7,0,1918,0,47.5361,-122.351,1200,7500
6917,208000,2,1,1,0,0,5,5,0,1942,0,47.4915,-122.184,1000,5700
6918,315000,3,1.75,1,0,0,3,7,770,1977,0,47.7569,-122.326,1540,10113
6919,417500,2,1,1,0,0,3,6,480,1910,0,47.6901,-122.362,1200,4150
6920,345000,3,1.75,1,0,0,3,7,0,1978,0,47.6522,-121.97,2060,38552
6921,375000,3,2.5,3,0,0,3,8,0,2004,0,47.6835,-122.387,1330,1113
6922,389800,3,1.75,1,0,0,3,7,0,1959,0,47.7681,-122.305,1540,12868
6923,475000,3,1.75,1,0,0,3,8,460,1973,0,47.7322,-122.185,1890,9095
6924,569000,4,2.25,2,0,0,3,8,0,1980,0,47.6695,-122.05,2350,37920
6925,985000,5,4.25,2,0,0,3,10,1390,1999,0,47.5669,-121.956,2810,155509
6926,532000,3,2.5,2,0,0,3,8,0,1987,0,47.6198,-122.044,2030,7736
6927,280000,2,1,1,0,0,5,6,0,1951,0,47.5195,-122.374,810,5000
6928,435000,4,2,1,0,0,4,7,910,1963,0,47.4353,-122.084,2340,44967
6929,223000,3,1,1,0,0,3,6,0,1952,0,47.3261,-122.353,1960,15378
6930,390000,2,1,1,0,0,4,7,600,1947,1977,47.4617,-122.012,2320,79208
6931,315000,3,1.75,1,0,0,3,7,460,1981,0,47.4437,-122.137,1500,7875
6932,612000,3,3,1,0,0,3,7,0,1982,0,47.6102,-122.309,1830,2480
6933,591000,3,1.75,1,0,0,5,7,810,1922,0,47.6155,-122.3,1440,3600
6934,800000,4,2.25,2,0,0,3,8,0,1968,0,47.6381,-122.116,2500,7632
6935,225000,3,2,1,0,0,3,8,0,1990,0,47.1958,-122.009,1930,8459
6936,589900,2,3,2,0,0,3,7,0,1993,0,47.7479,-122.034,3140,38790
6937,565000,4,2.5,1,0,0,3,8,1000,1979,0,47.6558,-122.135,2050,10940
6938,650000,3,1.5,1,0,0,3,7,1060,1940,0,47.6438,-122.403,1620,7920
6939,499000,3,2.5,2,0,0,3,8,0,1951,1977,47.7195,-122.371,1640,8100
6940,280000,3,1,1.5,0,0,3,5,0,1959,0,47.4807,-121.775,1350,20562
6941,649950,3,2.5,1,0,2,4,8,1210,1944,0,47.6949,-122.389,2340,7500
6942,420000,3,1.75,1,0,0,4,7,0,1954,0,47.7321,-122.353,1480,7260
6943,319990,4,2.5,2,0,0,3,7,0,2003,0,47.4217,-122.201,1990,5313
6944,265000,3,2,1,0,0,3,7,0,1992,0,47.6565,-121.912,1528,13295
6945,482000,3,1.75,1,0,0,3,7,1080,1984,0,47.7609,-122.144,1940,15601
6946,452000,3,2.25,1,0,2,4,8,1110,1956,0,47.4326,-122.341,2450,16715
6947,1.49E+06,4,4.25,2,0,3,3,12,900,1998,0,47.5513,-122.109,5030,15069
6948,375000,2,1,1.5,0,0,4,7,0,1943,0,47.7275,-122.336,1490,6800
6949,588000,5,3,2,0,0,5,7,700,1940,0,47.6892,-122.386,1370,4606
6950,635000,4,2.5,2,0,0,3,9,0,1998,0,47.5912,-121.986,2890,10240
6951,280500,4,2.5,2,0,0,3,8,0,1997,0,47.3328,-122.187,2170,6803
6952,210500,2,1.75,1,0,0,4,6,610,1985,0,47.2755,-122.308,1310,7859
6953,196500,3,2,1,0,0,4,7,0,1979,0,47.303,-122.383,1390,7500
6954,1.40E+06,5,3.5,2,0,1,5,9,1160,1971,0,47.6578,-122.286,2610,6128
6955,475000,3,1.75,1,0,0,2,7,570,1977,0,47.7275,-122.219,1630,7508
6956,550000,3,2.5,2,0,0,4,8,0,1987,0,47.6366,-122.029,1930,8869
6957,1.58E+06,3,3.25,2,0,0,3,11,0,2007,0,47.6815,-122.2,1880,7200
6958,240000,3,1.75,1,0,0,3,7,340,1991,0,47.1938,-121.981,1540,7242
6959,272000,3,1,1.5,0,0,3,6,0,1934,0,47.4935,-122.306,1080,8100
6960,408506,3,2.75,1.5,0,0,3,8,610,2000,0,47.3085,-121.888,2040,219229
6961,640000,3,2.5,2,0,0,3,9,0,1991,0,47.5577,-122.396,910,6500
6962,316000,4,2.5,2,0,0,3,8,0,1995,0,47.2588,-122.21,2160,7696
6963,299000,4,2,1,0,0,3,7,600,1943,2014,47.5246,-122.325,1390,6000
6964,447500,2,2.25,2,0,0,3,7,0,2004,0,47.6032,-122.31,1550,2812
6965,736500,4,2.5,2,0,3,3,9,0,2000,0,47.515,-122.117,3715,29170
6966,665000,4,2,2,0,0,3,8,0,1924,1985,47.7333,-122.128,3280,46676
6967,707000,5,2.5,1,0,0,4,8,1460,1975,0,47.5596,-122.142,2550,10826
6968,215000,4,1.75,1,0,0,3,7,0,1959,0,47.3948,-122.201,1630,7700
6969,275000,3,2.25,2,0,0,4,7,0,1989,0,47.3577,-122.038,1640,7253
6970,648000,4,2.25,2,0,1,4,8,0,1983,0,47.5634,-122.128,2600,9898
6971,415000,4,2.5,2,0,0,3,8,0,1987,0,47.511,-122.153,2080,7620
6972,690000,3,2,3,0,0,3,8,0,1999,0,47.6102,-122.314,1890,3200
6973,320000,4,2.75,1,0,0,4,7,820,1979,0,47.4513,-122.16,1980,11016
6974,750000,3,1.75,1,0,0,4,8,0,1956,0,47.5855,-122.194,1970,8970
6975,355000,3,2.25,3,0,0,3,8,0,2005,0,47.6982,-122.347,1370,1418
6976,246000,3,1.75,1,0,0,4,7,0,1975,0,47.4183,-122.182,1460,7800
6977,1.16E+06,3,1.75,1,0,2,4,8,0,1968,0,47.5873,-122.205,2630,18872
6978,744000,3,2.5,2,0,0,3,8,0,1986,0,47.6677,-122.15,2400,8999
6979,1.21E+06,3,3.75,2,0,0,3,11,0,1997,0,47.6426,-121.955,1690,20000
6980,217000,3,2,1,0,0,3,7,480,1977,0,47.3021,-122.375,1930,7350
6981,583000,3,2.5,2,0,1,3,8,0,1998,0,47.5175,-122.205,2270,5400
6982,515000,2,1.5,1,0,0,4,7,250,1904,0,47.6681,-122.362,1530,4200
6983,594000,4,1.75,1,0,0,4,8,730,1965,0,47.622,-122.139,2080,8000
6984,303100,3,1.5,1,0,0,3,8,0,1952,0,47.509,-122.251,1640,5650
6985,430000,3,1.75,1,0,0,4,7,700,1970,0,47.579,-122.051,1860,13588
6986,708000,5,3.25,2,0,0,3,8,0,2004,0,47.7212,-122.222,1840,10403
6987,221000,3,1,1,0,0,3,7,0,1959,0,47.7344,-122.333,1200,7888
6988,325000,3,2.5,2,0,0,3,8,0,1998,0,47.3499,-122.302,2180,7611
6989,385000,3,1.75,1,0,0,4,6,780,1944,0,47.719,-122.307,1320,7830
6990,359500,3,2.5,2,0,0,3,8,0,2013,0,47.3545,-122.056,1880,4593
6991,433000,3,2,1,0,0,3,7,620,1984,0,47.7703,-122.265,2010,7200
6992,525000,2,1,1,0,0,3,7,200,1948,0,47.5671,-122.394,1060,5500
6993,356200,3,2,1,0,2,5,7,750,1928,0,47.5102,-122.241,2390,6650
6994,595000,4,2,1,0,0,4,7,1500,1974,0,47.7275,-122.122,2560,88426
6995,560000,4,1.5,1,0,0,4,7,770,1923,0,47.6489,-122.337,1680,3420
6996,2.18E+06,4,3,1.5,0,0,5,11,0,1976,0,47.6454,-122.218,3120,18551
6997,513000,4,2,1,0,0,3,7,610,1951,0,47.6751,-122.379,1510,5000
6998,365000,2,1,1,0,0,4,5,0,1901,0,47.6767,-122.388,1120,5100
6999,368000,4,1.75,1,0,0,3,7,1070,1964,0,47.55,-122.356,1170,6986
7000,870000,4,2.75,1.5,0,0,5,8,880,1912,0,47.5846,-122.291,2750,4000
7001,225000,3,2.25,1,0,0,3,7,310,1984,0,47.2884,-122.365,1570,7881
7002,1.39E+06,4,4.5,2,0,2,3,11,690,1998,0,47.5544,-122.147,3370,32700
7003,177000,3,1.75,1,0,0,4,7,0,1983,0,47.3766,-122.18,1540,7399
7004,465000,3,1.5,1,0,0,3,7,0,1956,0,47.6346,-122.127,1610,10050
7005,750000,4,2.75,1,0,3,3,8,1340,1976,0,47.5424,-122.381,2250,6343
7006,149000,3,1,1,0,0,3,6,0,1969,0,47.3162,-122.183,1040,2960
7007,605000,3,2.5,2,0,3,3,9,0,1981,0,47.7443,-122.114,2760,42800
7008,725000,3,2,1.5,0,0,4,7,120,1927,0,47.6645,-122.342,1620,4300
7009,413900,4,2.25,2,0,0,3,7,0,2007,0,47.5137,-122.189,2470,5064
7010,199950,3,1.5,1,0,0,3,6,0,1938,0,47.4821,-122.331,990,6600
7011,400000,1,1,1,0,0,4,6,0,1949,0,47.6422,-121.954,1930,20624
7012,870000,3,1.5,2,0,0,4,8,220,1925,0,47.6744,-122.353,2070,5000
7013,292000,5,2.5,1,0,0,4,7,1000,1989,0,47.4022,-122.171,1930,7415
7014,225000,3,1,1,0,0,4,7,0,1966,0,47.4557,-122.181,1260,9060
7015,466750,4,2,2,0,0,3,8,0,1957,0,47.7181,-122.316,1410,7311
7016,330000,2,1.5,1,0,0,4,8,0,1978,0,47.2909,-122.219,1460,9730
7017,770000,7,2.25,2,0,0,5,8,0,1967,0,47.6336,-122.115,2340,8145
7018,802500,4,2.25,1,0,1,3,8,500,1957,0,47.5426,-122.262,1840,6440
7019,378800,5,2.5,2,0,0,3,8,0,2005,0,47.4036,-122.205,2900,5476
7020,795000,3,2.75,2,0,0,3,10,0,1997,0,47.5879,-121.973,3110,10837
7021,460000,3,2,1,0,0,3,7,0,1955,0,47.6986,-122.286,1750,8220
7022,567000,3,2.5,2,0,0,3,8,0,1986,0,47.5665,-122.023,2220,10975
7023,209950,3,1.75,1,0,0,3,7,0,1981,0,47.3207,-122.362,2000,28200
7024,415000,2,1,1,0,0,4,7,0,1943,0,47.3226,-122.287,1380,27442
7025,424500,4,1.5,1,0,0,3,7,750,1967,0,47.7494,-122.236,1650,9501
7026,261000,2,1,1,0,0,3,6,0,1941,0,47.5102,-122.33,1280,6250
7027,365000,3,2.5,2,0,0,3,8,0,1987,0,47.4197,-122.205,2200,9915
7028,631000,4,2,1.5,0,0,4,7,0,1911,0,47.6156,-122.299,1480,3600
7029,3.80E+06,5,5.5,1,0,2,4,13,2730,1978,0,47.6229,-122.22,5070,20570
7030,584000,3,2.5,2,0,0,3,8,0,1992,0,47.6894,-122.391,1340,3960
7031,310000,3,1.75,1,0,0,3,7,0,1974,0,47.3674,-122.503,2100,205603
7032,717000,4,2.5,2,0,0,4,10,0,1992,0,47.5608,-122.016,2650,8094
7033,667000,3,1.5,2,0,0,3,8,0,1907,0,47.6746,-122.4,2210,8100
7034,190000,3,1,1,0,0,3,6,600,1939,0,47.482,-122.34,1600,8100
