bathrooms,floors,waterfront,view,condition_3,condition_4,condition_5,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,basement,renovated,yr_built,sqft_living15,logSqftLot15
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2850,8.6079475547
3.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,3470,11.491650755
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1969,2460,10.555031183
2.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1992,3450,10.196903157
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,1930,10.535769457
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1962,1930,10.535769457
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1964,1910,8.9428530068
3.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1951,1620,8.7847745922
2.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1925,1790,8.4918753834
2.5,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,3010,8.5389546832
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1989,1730,9.178436823
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1985,1650,9.0664700016
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1978,1620,8.943506132
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1993,1970,8.9554481223
2.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1969,2090,8.9385316487
1.75,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1980,3490,10.601249071
2.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1988,2350,8.930229565
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1610,8.7051654197
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1908,1700,8.5941542326
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1906,1270,8.1605182475
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1480,10.936529677
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1955,1845,9.222762892
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1969,1230,9.1901376647
3.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,3110,9.2907214839
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1963,2320,9.3110902751
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1941,1530,8.7193173755
2.25,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1969,3740,9.7899268403
2.5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,3670,9.8105495569
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,2420,8.732304571
3.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,4080,9.0389587552
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1340,9.1695183775
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,2240,8.7356859445
1.5,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1929,1380,7.3714892952
2.5,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1981,2030,8.1605182475
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1986,2340,9.1874810778
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1962,1700,10.037143937
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,2030,8.8906859203
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1957,1530,9.141526056
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1944,1240,8.7158801023
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1968,1920,9.0359869848
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1904,1270,8.4118326758
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1976,2480,10.150660082
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1946,2130,8.744328764
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1900,1670,8.2687318321
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2012,2000,8.4749117992
3.5,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1979,2850,9.3422454429
2.75,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1946,2190,8.6482214538
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,1630,9.0619563662
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,1990,9.2372743732
2.5,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2000,1696,10.967059711
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1957,1430,9.1358323198
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,2470,8.5008605368
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1924,2230,8.3617082886
1,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1910,1460,8.6569551338
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1978,2360,10.498304999
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,2400,9.3772098242
1,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1910,1440,8.1803208748
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1952,3020,9.3544407159
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1978,1980,9.1686846967
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1700,8.997765772
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1928,1570,8.6569551338
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,2900,8.7342381843
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1964,1990,9.9212783535
2.5,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1916,1300,8.3138522674
2.25,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1950,2570,9.8937906896
1.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1968,1910,8.9871968207
3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1990,2810,9.2591305361
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1966,2050,8.881836305
1.75,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1911,1810,8.465899897
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1927,1180,8.5171931914
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,2060,9.1782303181
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1978,2430,9.5649331497
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1952,1610,8.4316353031
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1971,1420,9.1715995437
2.25,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2005,1800,7.669495251
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2570,8.5362111973
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1951,2020,9.5389964274
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,2641,8.9985076118
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1981,2760,8.9025916374
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2001,1745,8.5941542326
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,3240,11.606151657
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1952,1220,8.4763711969
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,1530,8.9516991683
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1976,1800,8.9424609268
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1959,1500,9.0438134211
2.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,1290,7.1507014576
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1916,1060,8.1886891244
1.75,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1965,1970,9.1695183775
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1912,1884,7.4832444161
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,2780,8.9591830742
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2001,2090,9.1695183775
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1919,1580,8.9463748261
3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1978,3090,10.542363324
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1974,2110,8.9306264692
2,1.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,2430,9.0429862423
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1918,940,8.4680029472
3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,4690,11.686189459
2.75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1951,1210,8.7008471934
1.5,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1927,2560,8.2940496401
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1952,1600,9.006999448
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1954,2180,9.3121746779
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1988,1890,9.243388226
2.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1984,2440,9.1375546023
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1953,1990,8.9306264692
2.5,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1999,3150,10.919008045
1.75,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1961,3050,9.6546415039
2.5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2009,2180,7.4747721824
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1954,2740,11.801249831
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1975,1480,8.9991253915
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1968,1630,9.0235287499
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1936,960,9.4050844488
2.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1988,2710,9.3954912558
1.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1918,1160,8.3138522674
3.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1963,1400,8.5659833556
1.75,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1967,2430,9.2305350793
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1978,1860,9.3342380086
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,1770,9.1579938916
1,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1944,1420,8.9996193407
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1987,1850,8.833171133
2.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1963,2910,9.6077733084
2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1905,1120,8.0063675677
1.75,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1962,2220,9.0480567089
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,2950,8.985194818
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,1670,8.5564139046
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1958,1230,8.9306264692
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1959,1550,9.1714955882
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1981,1330,8.927977461
2.25,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1948,2410,9.7524320776
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1966,1500,8.9024555922
3.25,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1999,2650,9.0766946871
1.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1978,1910,8.9359035263
3.25,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2002,2640,8.9082888856
1.5,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1978,1400,8.4250779025
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,2800,8.5171931914
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,3140,8.9080183228
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,1830,9.2623634
1,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1955,1220,8.9450718944
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2000,2650,8.9327406349
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1972,1510,8.9981367607
2.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,1880,9.1616752
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2006,2250,8.4242003246
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1942,2120,9.0357488612
3,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2003,2340,8.7508413754
2.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1987,1900,8.6815204848
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1969,1020,8.9471557711
2.75,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1900,1540,8.5109738916
2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1985,2930,9.2965180682
2.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1978,2270,9.0312137061
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2290,8.5348366266
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1968,1430,9.0377711066
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2003,1680,8.7986056509
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1957,1100,9.0330063567
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1963,1800,9.1796749577
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,2340,8.9727174994
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,1560,9.0256961198
3,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1902,4480,9.5754000654
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1994,1780,8.2937996088
2.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,1500,7.9168074909
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2000,2980,8.7158801023
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1963,1730,9.1171279903
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1920,1610,8.2940496401
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1948,1660,8.3187422527
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1955,2640,9.2873014131
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1980,2460,10.509905135
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,2430,9.3354741027
2.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1983,2980,9.4176796917
2.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2002,2710,8.6995147482
1.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1960,2240,9.2776251188
2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1967,1900,9.2301429993
1.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1911,2090,8.2940496401
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1981,1530,9.2192010004
0.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1931,1100,10.584157212
3.25,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,3190,8.9954129754
2.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1956,2200,9.0825070005
5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1870,9.2002900361
2.75,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1925,1530,8.2268408904
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1962,1310,9.1947189911
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,2570,9.028338764
3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,3880,9.3599665459
2.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1977,1750,9.1875833849
1.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1973,1580,8.9424609268
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,3140,8.9714484637
3.75,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,3570,8.894258825
1.5,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1931,1200,7.0975488506
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1998,2620,10.182141494
2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1912,1320,8.0300840943
2.5,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1936,1670,8.7393762816
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1900,1330,9.2886893384
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1988,1630,9.2034164569
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1945,2240,8.5089593865
2.5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1993,2510,9.088172738
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1966,2180,8.9999896425
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1966,2180,8.9999896425
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1948,990,8.9753772439
2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1946,2310,8.91918561
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1958,1340,9.0475861207
2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1982,2230,9.4095190458
1.75,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1951,2070,8.7775554532
3.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1993,2430,8.9526053759
1,1.5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1912,1440,8.3893598199
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1969,870,8.5564139046
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,1960,9.2591305361
2.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,3280,8.8847487265
2.25,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1995,1860,8.3354314779
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1975,1670,9.1864574315
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,1840,8.9067998836
2.25,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,2848,9.4479389443
1.75,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,2570,9.0179684793
1.75,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1963,2570,9.0179684793
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,1480,9.210340372
2.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1994,1470,9.1327031022
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1971,1380,9.3347679504
2.5,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1967,2470,9.3640909718
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1968,1400,10.905038128
2.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,2500,9.0869290271
2.25,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1975,1950,9.8846104968
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1943,1746,11.423831922
1.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1950,1530,8.5659833556
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1961,2050,9.8164579936
1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1952,1250,9.0870421556
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1926,1430,8.2182479267
1.5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1959,1370,8.9695418854
3.75,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,3690,9.3260768705
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1994,1920,8.9146261278
1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1979,1400,9.0477037885
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1963,1850,9.0142038261
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1964,2340,9.1388443703
2.75,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2820,8.9089649724
2.25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1966,2320,9.5360405116
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1915,940,8.7290735505
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1969,1420,9.3656332564
2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1923,1900,8.3138522674
2.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1913,1300,8.7374525876
1.75,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1908,1610,8.0063675677
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2011,2634,8.8282010892
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1978,1690,8.8839174712
2.75,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1925,1370,8.5171931914
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1958,1620,9.0473507435
1.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1958,1150,8.9306264692
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1925,1150,7.6741529213
1.75,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1979,2100,9.1755418664
3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1940,1590,8.9618790127
2.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1976,2820,9.0826206304
2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1972,2150,8.9667389788
1,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1913,1010,8.6482214538
2.25,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1958,1860,9.6091164919
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1994,2380,12.090437302
2.5,1.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1992,3360,10.462617508
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2001,1800,8.0330094986
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,1730,8.3911763508
2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1957,2040,9.0710783046
1.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1906,1900,8.5369958187
2.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1987,1930,8.8463530433
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1947,1340,9.006999448
2.5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,2840,9.2624583262
3.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2410,9.1575723064
2.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1979,1580,8.5369958187
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1921,2460,8.6068510633
1.5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1963,1890,9.1721191592
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3010,8.6590399156
1.75,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1957,2540,8.9463748261
3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2004,1970,9.3474902101
2.5,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,1960,8.9644398335
2.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1978,2040,8.9871968207
2.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,2170,8.5171931914
2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1942,1580,8.8698199525
2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1905,2590,8.3187422527
1.75,1.5,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1941,2730,8.794824928
1.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1967,2280,9.1713916218
2.5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1988,1960,9.4826549673
2.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1972,2050,11.598185309
1.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1976,1520,9.0478214425
2.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1999,1820,8.268475389
1.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1973,2590,11.39973437
3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1986,1550,8.9237243977
